企业代号,tier,PD_base,amount_wan_base,PD_shock,amount_wan_shock,cluster_label,impact,delta_wan,action
E400,C,0.2887795353013688,0.0,0.3898523726568479,0.0,高频小额-零售餐饮型,0.35,0.0,不贷
E409,C,0.3746793067038983,0.0,0.5058170640502627,0.0,高频小额-零售餐饮型,0.35,0.0,不贷
E410,C,0.3984595741081506,0.0,0.5379204250460033,0.0,高频小额-零售餐饮型,0.35,0.0,不贷
E411,C,0.2930033239756246,0.0,0.39555448736709325,0.0,高频小额-零售餐饮型,0.35,0.0,不贷
E412,C,0.3578772274714796,0.0,0.4831342570864975,0.0,高频小额-零售餐饮型,0.35,0.0,不贷
E415,C,0.2908617330378091,0.0,0.3926633396010423,0.0,高频小额-零售餐饮型,0.35,0.0,不贷
E217,D,0.7535430565022911,0.0,0.941928820627864,0.0,大额低频-项目工程型,0.25,0.0,不贷
E242,D,0.7428367463940639,0.0,0.9285459329925799,0.0,大额低频-项目工程型,0.25,0.0,不贷
E264,D,0.8037587798744649,0.0,0.95,0.0,大额低频-项目工程型,0.25,0.0,不贷
E291,D,0.5274412369884016,0.0,0.6329294843860819,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E345,D,0.4576762702644825,0.0,0.6178629648570514,0.0,高频小额-零售餐饮型,0.35,0.0,不贷
E347,D,0.4603001131676602,0.0,0.6214051527763412,0.0,高频小额-零售餐饮型,0.35,0.0,不贷
E349,D,0.4859368573687201,0.0,0.5831242288424641,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E365,D,0.4375850737295603,0.0,0.5251020884754724,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E368,D,0.6625103522592571,0.0,0.7950124227111085,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E369,D,0.6367527390638059,0.0,0.8596161977361381,0.0,高频小额-零售餐饮型,0.35,0.0,不贷
E371,D,0.5966930505711201,0.0,0.7160316606853441,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E373,D,0.7155910524991177,0.0,0.8587092629989412,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E381,D,0.6432960136328175,0.0,0.771955216359381,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E384,D,0.5950149960334261,0.0,0.7140179952401113,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E385,D,0.7977619418730731,0.0,0.95,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E389,D,0.4345556741503281,0.0,0.5214668089803937,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E390,D,0.8007071028375984,0.0,0.95,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E394,D,0.698106926433967,0.0,0.8726336580424587,0.0,大额低频-项目工程型,0.25,0.0,不贷
E395,D,0.6003533756943774,0.0,0.8104770571874096,0.0,高频小额-零售餐饮型,0.35,0.0,不贷
E396,D,0.7171074937444228,0.0,0.8605289924933074,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E398,D,0.6518860641289469,0.0,0.8800461865740784,0.0,高频小额-零售餐饮型,0.35,0.0,不贷
E399,D,0.8404026494844677,0.0,0.95,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E401,D,0.9043026595693192,0.0,0.95,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E402,D,0.7329429160126968,0.0,0.8795314992152361,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E403,D,0.439527039476072,0.0,0.5933615032926973,0.0,高频小额-零售餐饮型,0.35,0.0,不贷
E404,D,0.9469197658845812,0.0,0.95,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E405,D,0.6070041700339873,0.0,0.7284050040407848,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E406,D,0.5492659055194224,0.0,0.6591190866233069,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E407,D,0.4419049703194972,0.0,0.5302859643833966,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E408,D,0.6528472969500904,0.0,0.7834167563401084,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E413,D,0.9126643611606232,0.0,0.95,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E414,D,0.738202335311491,0.0,0.8858428023737892,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E416,D,0.6160518287170916,0.0,0.7392621944605099,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E417,D,0.9497169125417684,0.0,0.95,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E418,D,0.8247919654615171,0.0,0.95,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E419,D,0.873864115850172,0.0,0.95,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E420,D,0.7989499397793471,0.0,0.95,0.0,高频小额-零售餐饮型,0.35,0.0,不贷
E421,D,0.8374706408369962,0.0,0.95,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E422,D,0.8697329639233845,0.0,0.95,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E423,D,0.9144854568242934,0.0,0.95,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E424,D,0.9382404487517404,0.0,0.95,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E425,D,0.9875528566343144,0.0,0.95,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
