企业代号,企业名称,in_n_inv,in_n_void,in_void_share,in_neg_share,in_sum_amt,in_net_amt,in_sum_amt_pos,in_sum_tax,in_avg_inv,in_max_inv,in_n_counterpart,in_hhi,in_n_active_month,in_cv_month,in_growth,in_tax_ratio,in_inv_per_active_month,out_n_inv,out_n_void,out_void_share,out_neg_share,out_sum_amt,out_net_amt,out_sum_amt_pos,out_sum_tax,out_avg_inv,out_max_inv,out_n_counterpart,out_hhi,out_n_active_month,out_cv_month,out_growth,out_tax_ratio,out_inv_per_active_month,out_in_ratio
E181,***食品有限公司,3048,74,0.024278215223097113,0.010498687664041995,89824076.95,89398801.39,89611439.17,11715345.38,29469.841519028872,465811.97,374,0.06890560355273817,37,0.5144829486446896,0.631496226111909,0.11586257569798528,82.37837837837837,1571,96,0.061107574793125397,0.007001909611712286,81333204.78,81241256.3,81287230.54,11282589.95,51771.61348185869,99955.0,186,0.5212635809273077,37,0.5489585496332166,0.569375077032719,0.12194250895617084,42.45945945945946,0.9054722023503076
E182,***新材料科技有限公司,998,26,0.026052104208416832,0.0,74885411.6,74885411.6,74885411.6,11488733.99,75035.48256513025,993955.05,152,0.22157063839444366,37,0.6326505314063967,0.5385565885726218,0.13301126062114255,26.972972972972972,1078,29,0.026901669758812616,0.0,79773755.94,79773755.94,79773755.94,12500197.42,74001.62888682746,99972.31,42,0.08648957243489858,37,0.6196536784096578,0.498172359595002,0.1354683197676749,29.135135135135137,1.0652776586995485
E183,***建设工程有限公司,1461,53,0.03627652292950034,0.00889801505817933,30072901.35,27232601.11,28652751.23,1701255.67,20583.779158110883,970873.79,416,0.03285675215045453,34,1.778566264336355,35.24182473161471,0.058798095357130604,42.970588235294116,1028,101,0.09824902723735408,0.0019455252918287938,70479035.16,70112062.67999999,70295548.92,4925300.35,68559.3727237354,97087.38,42,0.7014028904006683,36,1.0917739049153312,1.2407217543072153,0.06563797221966423,28.555555555555557,2.3436061037057203
E184,***建筑装饰工程有限公司,2024,57,0.02816205533596838,0.003952569169960474,41097455.17,40141751.25,40619603.21,3803119.7,20305.066783596838,998571.43,461,0.042579581580264425,32,1.5830728040695172,1.8323702765594743,0.08654297117693549,63.25,657,18,0.0273972602739726,0.0319634703196347,58047435.18,54253696.98,56150566.08,4530882.46,88352.2605479452,99999.86,39,0.16808311512770904,30,1.6939130104833608,1.699870665805415,0.07707603768135421,21.9,1.4124338098280356
E185,***生态魔芋有限公司,68,1,0.014705882352941176,0.029411764705882353,1184823.95,710345.39,947584.6699999999,84058.75,17423.881617647057,228203.85,20,0.2429735993358231,22,2.343349490969886,37.213361354568036,0.10581358500976594,3.090909090909091,5479,37,0.006753057127212995,0.0014601204599379448,100284955.4,99018955.38,99651955.39,5223469.38,18303.514400438038,99909.09,314,0.10379370117140023,30,1.093173888977183,0.9973284720074106,0.05010886298957576,182.63333333333333,84.64122910412134
E186,***建筑劳务有限公司,989,48,0.04853387259858443,0.011122345803842264,3594312.28,3352178.1,3473245.19,224946.35,3634.2894641051566,307758.62,221,0.0626212691732117,33,1.6496803613294373,1.606742985543069,0.06288468660910022,29.96969696969697,1098,25,0.022768670309653915,0.0,85401572.41,85401572.41,85401572.41,2505748.19,77779.20984517304,99999.99,5,0.7624456976478498,31,1.3683310886203026,1.4871727283439309,0.02850443140454448,35.41935483870968,23.76019826802584
E187,个体经营E187 ,3880,186,0.04793814432989691,0.010824742268041237,79453336.1,78664400.22,79058868.16,5679488.47,20477.66394329897,999285.71,3880,0.0019070184939484764,25,1.1342439295285938,0.027929590826369834,0.06733728499138282,155.2,176,160,0.9090909090909091,0.005681818181818182,81354312.62,79716010.74,80535161.68,6704680.54,462240.4126136364,999346.68,57,0.04457791532960183,10,2.6472377138638654,10.574030989579956,0.07758188971524274,17.6,1.023925697941839
E188,***硬质合金有限公司,2561,77,0.030066380320187425,0.0011714174150722373,82164733.99,82017361.85,82091047.92,12534863.61,32083.066766887932,936752.14,370,0.06520863927421054,37,0.4589755653130377,0.04620228257973623,0.13257079406663816,69.21621621621621,2158,85,0.03938832252085264,0.004170528266913809,84892519.86,83851435.16,84371977.51,11429998.63,39338.51708063021,99846.0,246,0.0403106313766851,37,0.47250550280084047,0.1435417052526307,0.11996039706110724,58.32432432432432,1.0331989862016957
E189,***石油工程技术服务有限公司,3402,65,0.019106407995296885,0.003233392122281011,34753622.44,34736944.38,34745283.41,3937344.13,10215.644456202233,962546.65,828,0.07092563895915403,37,1.2357711218065572,0.9013864855875541,0.10180779742029183,91.94594594594595,641,35,0.054602184087363496,0.0202808112324493,54840451.769999996,52551885.769999996,53696168.769999996,4061320.47,85554.52694227769,94339.62,25,0.1395935928169366,30,1.428841225285765,2.826949885399202,0.0717380402866227,21.366666666666667,1.5779780040103353
E190,***劳务有限公司,128,6,0.046875,0.0078125,1769486.32,1575311.56,1672398.9400000002,156612.51,13824.111875,429249.96,54,0.23367481271055385,29,2.5894185381442316,3.2356408359542352,0.090426891520712,4.413793103448276,401,57,0.14214463840399003,0.034912718204488775,151174789.42000002,139049351.4,145112070.41,3808861.38,376994.4873316709,998428.57,28,0.11575356263901611,33,1.0296931364610618,-0.2625325831882543,0.026661829977290857,12.151515151515152,85.43427983099639
E191,***商贸有限责任公司,1210,33,0.02727272727272727,0.003305785123966942,262130193.14,262069025.2,262099609.17,43346118.15,216636.52325619833,7579487.18,141,0.3422022889706637,37,1.9688385275690512,-0.7937284263754425,0.14192524206413093,32.7027027027027,2871,140,0.04876349703935911,0.00034831069313827936,266728299.81,266725038.27,266726669.04,44112438.39,92904.31898641588,99995.69,103,0.34487862194213526,27,1.409654476986983,-0.6003754049036325,0.14191480018431313,106.33333333333333,1.0175413088241392
E192,***建设工程有限公司,111,13,0.11711711711711711,0.02702702702702703,20848055.8,19350441.28,20099248.54,1731492.92,187820.32252252253,999285.71,29,0.11507622164230714,21,2.109904020295489,59.2029257021402,0.08213159682473536,5.285714285714286,86,18,0.20930232558139536,0.023255813953488372,51188026.18,48982182.54,50085104.36,3161740.87,595209.606744186,970873.79,7,0.3287982599595233,17,1.8322291293540758,3.2536924857184264,0.06063488635367341,5.0588235294117645,2.455290156120937
E193,个体经营E193 ,1616,77,0.04764851485148515,0.0037128712871287127,18485508.57,18247609.75,18366559.16,2625425.16,11439.052332920792,99957.27,289,0.11450594808111442,36,0.8088293045410148,0.9347749619294544,0.12578071043910308,44.888888888888886,32311,2234,0.0691405403732475,0.011389310142056885,133208931.88,131228561.24,132218746.56,20886048.96,4122.711518677849,897435.9,2537,0.007963518840825383,36,0.6061260549382039,-0.34205327795971924,0.1373046871207116,897.5277777777778,7.206127512022245
E194,***文化传播有限公司,4849,92,0.018972984120437204,0.0022685089709218397,11741994.05,11580654.43,11661324.24,1098352.4,2421.528985357806,99000.0,918,0.15096439333939324,33,0.9143500597739995,0.5775236713244253,0.08662763690616293,146.93939393939394,11741,688,0.05859807512136956,0.033472446980666044,105435317.32,96527741.4,100981529.36,69948.3,8980.096867387785,99999.0,3264,0.0549737260522531,33,0.8869302905450018,0.7695024485434675,0.0007241198026291927,355.7878787878788,8.97933663320158
E195,***医药有限公司,2336,69,0.029537671232876712,0.02054794520547945,82068703.66,79591315.72,80830009.69,12014884.22,35132.15053938356,989723.02,513,0.10584355993282109,37,0.759176194441054,-0.14958194241877637,0.13115798087759867,63.13513513513514,4857,231,0.04756022235948116,0.018324068354951616,116178339.3,114988186.88,115583263.09,18300384.65,23919.773378628783,99623.93,402,0.05258563032185824,37,0.5751265892410298,-0.2705442308078544,0.13729897799888288,131.27027027027026,1.4156229368665527
E196,***地质制图印刷厂,1386,50,0.03607503607503607,0.006493506493506494,43193912.51,43110621.53,43152267.02,6645460.7,31164.43904040404,99999.15,154,0.1811022135157119,38,0.8048188190329875,0.166457664832687,0.13356077090798715,36.473684210526315,2962,207,0.06988521269412559,0.02937204591492235,84183790.8,79486461.52,81835126.16,11849589.64,28421.266306549627,99997.93,700,0.03744811747218229,38,0.6427476023668738,0.4404416596570716,0.12973617196611897,77.94736842105263,1.9489734989973475
E197,***医疗设备有限公司,6509,160,0.024581348901520972,0.0006145337225380243,105733384.97,105724751.85,105729068.41,15415095.41,16244.182665540022,1513274.33,805,0.09198663392393476,34,0.9555664479602951,0.7294435790962391,0.12725041147620808,191.44117647058823,4319,269,0.06228293586478351,0.012039824033341051,198616933.98,193302373.34,195959653.66,29031905.82,45986.78721463301,99999.14,1263,0.03596735468505885,34,1.0433780178691427,0.9100854974761942,0.13057773155666907,127.02941176470588,1.8784694544334704
E198,***商贸有限公司,1147,38,0.03312990409764603,0.0,60048399.99,60048399.99,60048399.99,8768611.43,52352.571918047084,782608.68,213,0.07673767019504502,37,1.0106746422895754,1.4216050968785066,0.1274192419732371,31.0,809,81,0.10012360939431397,0.06798516687268233,75565160.05,64670385.05,70117772.55,9583697.61,93405.6366501854,99998.23,42,0.12680532117513993,33,1.326560669202191,2.0192316995559083,0.12906627173461332,24.515151515151516,1.258404221637613
E199,***建筑劳务有限公司,48,1,0.020833333333333332,0.0,195622.38999999998,195622.38999999998,195622.38999999998,11696.45,4075.466458333333,47169.81,25,0.3576861294133551,18,3.373887097280982,32.92395743883249,0.0564176897767709,2.6666666666666665,820,12,0.014634146341463415,0.10975609756097561,78215966.01,60740237.61,69478101.81,2633570.1,95385.32440243903,99029.13,3,0.3705898939698923,15,2.3123353245606055,89.38580690213935,0.04155612855158203,54.666666666666664,399.8313588234967
E200,个体经营E200 ,1238,37,0.02988691437802908,0.005654281098546042,49315636.9,49260322.06,49287979.48,7457232.8,39834.92479806139,990046.75,133,0.16894121971592274,36,1.063381339423464,3.3165331941994003,0.13148015316258294,34.388888888888886,613,49,0.0799347471451876,0.01957585644371941,53435358.06,51539738.26,52487548.16,7892068.1899999995,87170.2415334421,99655.17,50,0.06724216672842062,34,1.071488294693453,3.128840873525265,0.13279199575802225,18.029411764705884,1.0835378273295706
E201,***物流有限责任公司,480,17,0.035416666666666666,0.0020833333333333333,41077587.75,41045173.59,41061380.67,4823032.28,85578.3078125,996330.28,105,0.14057429375606115,36,1.6970894438571036,5.979756250213026,0.10514979141912534,13.333333333333334,1207,123,0.10190555095277548,0.014084507042253521,55302196.34,54816986.06,55059591.2,5242381.16,45817.89257663629,99981.65,174,0.06794368085231703,37,1.4346549895940386,4.964066771424042,0.08728665323423966,32.62162162162162,1.3462863660975322
E202,个体经营E202 ,404,40,0.09900990099009901,0.0049504950495049506,12016053.88,11862917.5,11939485.69,1183337.33,29742.707623762377,533980.58,109,0.09107694072471452,34,1.2782433107568671,-0.27353943331200703,0.0907032206115508,11.882352941176471,1106,10,0.009041591320072333,0.0,100189263.19,100189263.19,100189263.19,7605959.609999999,90587.03724231465,99857.14,5,0.9033810783564522,32,1.240054687087339,-0.2770898095790896,0.07055933846077639,34.5625,8.33795056102062
E203,***建设工程有限公司,1207,65,0.053852526926263466,0.0024855012427506215,27428693.53,27132070.23,27280381.88,1961985.25,22724.683951946976,572413.79,341,0.07805303118642612,34,1.259837807517934,3.894297695006367,0.06743594929035311,35.5,637,59,0.09262166405023547,0.0031397174254317113,49150734.18,49131454.9,49141094.54,4250580.49,77159.708288854,99959.22,31,0.35121857553453856,33,1.6139254408372499,0.830449826821133,0.07962567292434594,19.303030303030305,1.791945873260118
E204,***科技发展有限公司,5217,188,0.036036036036036036,0.009009009009009009,66518267.33,64686579.77,65602423.55,9322849.16,12750.290843396588,837606.84,1213,0.022910862468106842,37,0.7610377841042091,-0.4293023899372512,0.1259683974702438,141.0,1680,341,0.20297619047619048,0.020833333333333332,117472212.62,113747296.02,115609754.32,14517333.4,69923.93608333333,99999.12,418,0.022681095313507486,37,0.7609281416958662,-0.24314018471475274,0.11318267136969833,45.4054054054054,1.7660143196035953
E205,个体经营E205 ,151,14,0.09271523178807947,0.006622516556291391,30175165.52,28399023.94,29287094.73,4228168.5600000005,199835.53324503312,990125.01,15,0.44828461613177156,27,1.11260928665571,3.78785262680905,0.1295903274546224,5.592592592592593,1008,41,0.040674603174603176,0.008928571428571428,78634378.15,77308581.51,77971479.83,12254203.19,78010.29578373017,99957.26,71,0.07962371804855548,36,0.5917373485201424,-0.09536041152969442,0.13682248973216662,28.0,2.605930300461199
E206,***建设工程有限公司,3679,122,0.033161185104648,0.0021745039412883935,80095982.17,79471138.81,79783560.49,4709517.07,21771.12861375374,1553398.05,891,0.037769449513597085,37,1.2104023032902578,0.8579236691467053,0.05594535966449874,99.43243243243244,963,50,0.05192107995846314,0.0010384215991692627,101311185.54,101248381.94,101279783.74,7319293.67,105203.72330218069,970873.79,313,0.09228893474489325,29,1.2325473175670445,0.4508702210722399,0.0674168773428712,33.206896551724135,1.2648722544530602
E207,个体经营E207 ,3386,88,0.02598936798582398,0.00383933845245127,74831141.32000001,74116944.98,74474043.15,4782703.2,22100.15987005316,999285.71,268,0.0794901653978227,31,1.5411566827209675,-0.2790257784256776,0.06061754786395043,109.2258064516129,1458,65,0.04458161865569273,0.006858710562414266,127658247.16,125998170.52,126828208.84,8831274.98,87557.0968175583,99514.56,17,0.559914277191335,32,1.4190706702957832,-0.33867289017580426,0.06549960171719316,45.5625,1.7059508235227325
E208,个体经营E208 ,976,13,0.01331967213114754,0.0010245901639344263,76536745.86,76513383.02,76525064.44,12052793.5,78418.79698770492,881817.55,44,0.32500145826520127,36,0.7899262534057571,-0.03014949911989291,0.1360879962711074,27.11111111111111,1028,131,0.12743190661478598,0.019455252918287938,89652886.05,86141653.79,87897269.92,13655041.31,87210.97864785991,99999.83,91,0.03793673983572299,35,0.7738431687726097,-0.02467594475578976,0.13682859233281364,29.37142857142857,1.1713704971725851
E209,***工程检测有限公司,8360,232,0.027751196172248804,0.0022727272727272726,47753489.69,47456584.45,47605037.07,2538032.62,5712.13991507177,999047.62,1604,0.021325989449263293,37,1.0928049203518166,1.2766100382847156,0.05076611780917077,225.94594594594594,1475,252,0.17084745762711864,0.04203389830508475,84151802.64,76481246.39999999,80316524.52,4620275.09,57052.06958644068,99183.96,574,0.014892765650874369,35,0.7993664629880399,1.313361095076761,0.056969030976437234,42.142857142857146,1.7622126296169331
E210,***建筑工程有限公司,550,14,0.025454545454545455,0.005454545454545455,6281162.25,6061446.8100000005,6171304.53,349483.48,11420.295,209316.24,154,0.10915781327113815,28,1.5640840525038708,5.543193634618086,0.05451369211503312,19.642857142857142,597,40,0.06700167504187604,0.0,57374441.38,57374441.38,57374441.38,1726737.43,96104.59192629816,99708.74,4,0.7316176467132945,18,1.7901692470025838,7.573417858333812,0.02921663264198435,33.166666666666664,9.13436703215237
E211,个体经营E211 ,418,15,0.03588516746411483,0.007177033492822967,22155269.650000002,22086364.23,22120816.94,699614.66,53003.037440191394,999523.81,108,0.4750125780844968,28,2.3100521976976256,9.421346749735099,0.030703735107339952,14.928571428571429,1636,166,0.10146699266503667,0.009168704156479218,53642541.32,52545122.68,53093832.0,3152107.68,32788.83943765281,97924.53,84,0.04730426898314987,36,0.6980723976627607,1.572642595492241,0.0565936162287837,45.44444444444444,2.421209137483912
E212,***建电管理咨询有限公司,138,5,0.036231884057971016,0.0,163391.77,163391.77,163391.77,10051.77,1183.9983333333332,39805.83,49,0.1507436624631636,29,2.06401103471022,5.389646103713329,0.05795413308561391,4.758620689655173,1681,184,0.10945865556216537,0.01189767995240928,89694329.07,87757513.77,88725921.42,5265452.29,53357.72104104699,94339.63,126,0.058834129166915564,38,1.0284364706586442,0.9228083336455865,0.05660378843009341,44.23684210526316,548.9525517105299
E213,***科技有限公司,2192,89,0.0406021897810219,0.008211678832116789,50452368.61,48069995.61,49261182.11,6146907.56,23016.591519160585,4138230.09,594,0.06273552605978705,37,0.9489008655060381,0.3880399489030248,0.11337622034084172,59.24324324324324,1270,122,0.09606299212598425,0.01811023622047244,65013855.339999996,63599401.7,64306628.52,8394906.62,51192.012078740154,99829.06,263,0.033968391582210995,37,0.7351909655274981,0.171307676439564,0.11660514304389667,34.32432432432432,1.2886184956460858
E214,***建筑工程有限公司,739,47,0.06359945872801083,0.0027063599458728013,39018314.45,39017257.85,39017786.15,2031505.77,52798.80169147497,947332.86,158,0.06128409593737346,36,1.3189431898652844,1.196039260185448,0.04949005989087084,20.52777777777778,868,155,0.17857142857142858,0.01728110599078341,79580021.92,77915163.2,78747592.56,6555442.78,91682.0529032258,970873.79,248,0.03752322585059156,37,1.0811623958849974,0.22053577395319698,0.07760620045216822,23.45945945945946,2.03955560463735
E215,***建筑工程有限公司,176,4,0.022727272727272728,0.0,219012.23,219012.23,219012.23,22729.98,1244.3876704545455,49009.43,69,0.14231588753218907,25,1.8894568325294272,4.280966252818067,0.0940256978704712,7.04,833,77,0.09243697478991597,0.0,72680138.18,72680138.18,72680138.18,2410015.28,87251.066242497,99952.38,8,0.2516393570427585,19,1.8283904147164671,0.8557078079930942,0.0320949574471678,43.8421052631579,331.8542447606693
E216,***建设工程有限公司,3445,105,0.030478955007256895,0.0049346879535558785,37274997.74,36643205.160000004,36959101.45,3173132.02,10820.028371552977,1844660.19,572,0.08919703550158595,37,0.9748132335179389,1.5504011032567004,0.0796942221393957,93.10810810810811,774,89,0.11498708010335917,0.006459948320413436,66810918.11,66280345.17,66545631.64,6493756.13,86319.01564599483,99999.99,30,0.153082789671299,32,1.2455738288858973,2.257758635531477,0.08923169113735246,24.1875,1.792378864138866
E217,个体经营E217 ,214,12,0.056074766355140186,0.0,57133448.17,57133448.17,57133448.17,8935160.78,266978.7297663551,994188.04,214,0.009644873589128777,25,0.9873977394543132,0.36080988795658697,0.13524063730117325,8.56,749,715,0.9546061415220294,0.010680907877169559,57283499.87,56054626.31,56669063.09,8817889.64,76479.97312416555,99851.29,43,0.07385480426071264,11,3.204142036840524,-0.6641474171221632,0.13592643218580147,68.0909090909091,1.0026263371948692
E218,***建设工程有限公司,1104,78,0.07065217391304347,0.0036231884057971015,44470094.74,44249289.04,44359691.89,2999997.6,40280.88291666667,873786.41,270,0.13147497655945906,36,1.9607715889594979,9.428873620888607,0.06349297128774599,30.666666666666668,232,95,0.40948275862068967,0.0,49421441.879999995,49421441.879999995,49421441.879999995,4172586.04,213023.45637931032,917431.19,71,0.4396573726055863,17,2.6175781865128576,8.903861614933968,0.07785542908303952,13.647058823529411,1.1113410522048282
E219,***品牌营销策划有限公司,4455,156,0.035016835016835016,0.00920314253647587,39126416.29,38595183.03,38860799.66,4796328.57,8782.585025813692,254858.97,760,0.029123444660049274,36,0.9681724759455697,1.5320056592727895,0.11053610241132969,123.75,623,132,0.21187800963081863,0.052969502407704656,48238360.15,43189106.97,45713733.56,5550367.02,77429.14951845906,99999.99,30,0.08110236343200265,29,1.3941457437355516,2.1654663443132747,0.11387827084754304,21.482758620689655,1.2328847035839785
E220,***文化传播有限公司,5938,230,0.03873358033007747,0.008420343550016841,60165209.57,59269632.83,59717421.2,3466282.5,10132.23468676322,970873.79,1575,0.01006396959308013,37,0.6576188203486192,0.06321184813967655,0.05525196343700179,160.48648648648648,1297,64,0.04934464148033924,0.008481110254433308,85285670.81,84697140.63,84991405.72,5081830.59,65756.1070239013,99967.18,147,0.35282719176269867,37,0.7996388658778182,0.1398093072493001,0.056603796200194414,35.054054054054056,1.4175247027233118
E221,***测绘服务有限公司,4494,65,0.014463729417000444,0.002447708055184691,35246954.77,35204892.69,35225923.73,659802.34,7843.114101023588,1079766.99,957,0.08626610482507156,29,1.6619342123707601,0.3586286793726705,0.018396987328292917,154.9655172413793,694,42,0.06051873198847262,0.020172910662824207,50280748.28,48279754.26,49280251.269999996,2896786.45,72450.64593659942,94339.62,312,0.03554875791357965,28,1.1932906242389563,1.1028651731751598,0.05660379560265905,24.785714285714285,1.4265274435224633
E222,***数码科技有限公司,4628,303,0.06547104580812446,0.02592912705272256,65554198.58,59109098.3,62331648.44,5919287.06,14164.69286516854,999047.62,934,0.02450646176115161,37,1.2399662101646443,0.559025507931662,0.0910262038220781,125.08108108108108,1376,353,0.2565406976744186,0.0188953488372093,76662057.78,74360114.78,75511086.28,7826154.6,55713.70478197675,99999.99,69,0.06747599151296703,37,1.2713210007765006,1.1121360692668563,0.09522459966901103,37.189189189189186,1.1694454274571653
E223,***科技有限公司,2624,119,0.04535060975609756,0.007621951219512195,41637563.19,41447457.09,41542510.14,5395897.92,15867.973776676828,788793.1,788,0.17497701971280333,19,1.4192952438676147,0.0,0.11519025310736385,138.10526315789474,529,52,0.09829867674858223,0.03969754253308128,37941538.81,35253500.91,36597519.86,4673168.02,71723.13574669187,99934.52,54,0.23757071637725796,17,1.5740678755161515,0.0,0.11704377412984449,31.11764705882353,0.9112334128888777
E224,***纸业有限公司,759,36,0.04743083003952569,0.006587615283267457,110187728.98,109426362.4,109807045.69,17573726.65,145174.8734914361,1941353.99,104,0.10107370136138913,37,0.7515889266074466,-0.42810510033344606,0.13837570336727256,20.513513513513512,1127,17,0.015084294587400177,0.013309671694764862,99439096.06,97216339.66,98327717.86,15744641.87,88233.44814551908,99984.62,42,0.12274866068302817,37,0.6657290380741238,-0.47955170420001736,0.13938124170617766,30.45945945945946,0.9024516339568903
E225,***物业服务有限责任公司***分公司,4332,159,0.036703601108033244,0.0110803324099723,46963294.03,46285074.089999996,46624184.06,4622156.75,10841.018935826409,108116.5,685,0.18130970329646198,38,0.4917316552837523,0.5124314580492987,0.09079568214046663,114.0,8872,557,0.06278178539224527,0.011834986474301172,76828587.04,74690363.12,75759475.08,6639616.41,8659.669413886384,94339.62,476,0.02104333210608241,38,0.7510855178856504,0.3610832360847787,0.08163799435792136,233.47368421052633,1.6359284123239344
E226,***建设工程有限公司,1047,25,0.02387774594078319,0.027698185291308502,52063816.47,48120632.77,50092224.62,5982103.45,49726.663295128936,877105.33,220,0.08920170928747446,32,1.5201575259093216,2.0014875671129455,0.11056933286469554,32.71875,554,38,0.06859205776173286,0.010830324909747292,48318457.38,47436184.62,47877321.0,4884783.71,87217.43209386282,99999.09,34,0.3963324299846764,29,1.3941837970861137,1.4822259982948864,0.09336187509356825,19.103448275862068,0.9280621486487044
E227,***安全技术有限公司,2942,164,0.0557443915703603,0.006118286879673691,55915369.77,55173195.87,55544282.82,5116711.31,19005.904068660777,899571.43,556,0.023311256598766716,35,0.809189335702074,0.6803951465013951,0.08486845558948494,84.05714285714286,742,55,0.07412398921832884,0.008086253369272238,59789188.47,59055735.01,59422461.74,4786255.02,80578.42111859839,99099.1,86,0.052290791205797243,33,0.9315633744365848,0.5079961357667588,0.07497032936709663,22.484848484848484,1.069280033663989
E228,***文化发展有限公司,2743,78,0.02843601895734597,0.0036456434560699965,31772637.080000002,31541319.54,31656978.31,3153674.3,11583.170645278893,916410.26,607,0.03017401968191847,37,0.9055178620034925,0.6895596455894614,0.09089709929171728,74.13513513513513,1176,183,0.1556122448979592,0.08843537414965986,90640675.25999999,72894641.7,81767658.48,4851278.35,77075.40413265306,99999.99,169,0.03189360781189427,37,0.949127653409375,-0.10257333110694003,0.06239913743229282,31.783783783783782,2.8527904382559353
E229,***家贸易有限公司,1621,51,0.03146206045650833,0.004935225169648365,58661710.21,58249046.95,58455378.58,8442119.51,36188.59359037631,924528.3,228,0.09083849924925033,37,0.5817885776420243,-0.04626019709100624,0.12658527295460353,43.810810810810814,862,89,0.10324825986078887,0.001160092807424594,60514325.74,60425665.06,60469995.4,9604428.52,70202.23403712297,99999.96,33,0.6607860248248274,37,0.44342693919329706,0.004418499136477032,0.13714716101340385,23.2972972972973,1.031581341958288
E230,***建筑劳务有限公司,84,1,0.011904761904761904,0.0,120798.95999999999,120798.95999999999,120798.95999999999,5036.7699999999995,1438.082857142857,9708.74,17,0.6617404043046636,26,2.2549808607650177,7.658971226861981,0.040026548898313696,3.230769230769231,676,84,0.1242603550295858,0.029585798816568046,59091772.07,55180579.27,57136175.67,1136946.95,87413.86400887574,99857.14,70,0.057991971289434195,31,1.332582260083361,0.3250452178541815,0.020188155025819242,21.806451612903224,489.1745100288943
E231,***建筑科技有限公司,695,14,0.02014388489208633,0.0,37263787.7,37263787.7,37263787.7,1901602.39,53616.96071942447,999285.71,133,0.1613033430225438,36,1.874505437469281,34.795378249867596,0.04855313289693318,19.305555555555557,408,38,0.09313725490196079,0.0,36644093.79,36644093.79,36644093.79,2942898.9699999997,89813.95536764705,99999.99,8,0.2910348522394987,24,1.4601092631833719,8.784980945065872,0.0743400487084637,17.0,0.9833700772720965
E232,***投资发展有限责任公司,828,46,0.05555555555555555,0.04710144927536232,40245791.67,35751355.99,37998573.83,2373220.61,48606.02858695653,429962.26,153,0.6083226821336458,38,2.286518490172239,0.21178543537240035,0.06224910075460352,21.789473684210527,118,5,0.0423728813559322,0.07627118644067797,65186033.71,48642121.47,56914077.589999996,2918527.19,552424.0144915255,943396.23,5,0.4899900275880442,9,3.2220011604283796,0.6253265544995159,0.056603771788157335,13.11111111111111,1.6196981350124848
E233,***劳务有限公司,727,9,0.012379642365887207,0.0,411349.77999999997,411349.77999999997,411349.77999999997,33882.97,565.8181292984868,17475.73,194,0.026007502857064754,26,1.5513586383443556,15.234339969572039,0.07610170186267745,27.96153846153846,238,15,0.06302521008403361,0.0,20482693.78,20482693.78,20482693.78,1465609.76,86061.73857142858,99999.09,3,0.8490432816999172,9,3.408699172596245,219.87417575580716,0.0667755372222267,26.444444444444443,49.79386102990016
E234,***机电设备商贸有限公司,946,27,0.02854122621564482,0.0010570824524312897,4628966.75,4628685.81,4628826.28,462653.77,4893.199524312897,485344.83,205,0.14093082027295983,29,1.3042087164606317,3.730228463711612,0.09087073504533359,32.62068965517241,604,24,0.039735099337748346,0.006622516556291391,42381975.43,41628220.71,42005098.07,6116515.66,70168.83349337749,99975.42,137,0.020855076974352352,29,1.0592368358743631,2.8224620707218406,0.12810869061250615,20.82758620689655,9.155817641161496
E235,个体经营E235 ,612,19,0.03104575163398693,0.0,14484399.33,14484399.33,14484399.33,2199045.4699999997,23667.319166666668,769230.77,122,0.5684804525635183,29,1.1756063517816078,1.3101453120248805,0.13181003661785723,21.103448275862068,1014,70,0.06903353057199212,0.0039447731755424065,43024837.85,42437893.73,42731365.79,6485150.61,42430.8065581854,99973.45,192,0.09753166084488343,35,0.8538286542602568,1.324748873847177,0.1325581982374239,28.97142857142857,2.970426102578325
E236,个体经营E236 ,204,7,0.03431372549019608,0.004901960784313725,5137564.99,5127452.93,5132508.96,347405.9,25184.142107843138,99029.13,69,0.21401856068967617,29,3.809744004656571,2.2309116116428127,0.06345476856797785,7.0344827586206895,667,149,0.22338830584707647,0.019490254872563718,61056170.910000004,58727839.050000004,59892004.980000004,4326398.72,91538.48712143929,99568.97,30,0.18140346302514448,25,1.4117465700822849,-0.14755708754478453,0.06861392466246602,26.68,11.884262491830786
E237,个体经营E237 ,1937,37,0.019101703665462055,0.053691275167785234,27094831.78,18554833.98,22824832.88,1674496.74,13988.039122354157,320388.35,325,0.25109942298483445,27,1.8957651526219883,82.18165457718708,0.08277568660956669,71.74074074074075,295,74,0.25084745762711863,0.0,23816220.669999998,23816220.669999998,23816220.669999998,2233953.09,80732.95142372881,99825.69,35,0.3121972422903413,13,2.0676700031401096,0.0,0.08575578460939985,22.692307692307693,0.8789949634446483
E238,个体经营E238 ,3899,91,0.02333931777378815,0.005898948448320082,17666280.56,17320509.2,17493394.88,1219889.41,4530.977317260836,605344.83,762,0.11087493398888358,31,1.0498093401544892,3.2170860204990652,0.06579628818455052,125.7741935483871,12084,828,0.06852035749751738,0.046756041046011255,69601052.75999999,61021162.14,65311107.449999996,3661275.66,5759.769344587884,9995.28,2259,0.00375306986292805,36,0.651719397077751,0.05450886751055002,0.056603860097554956,335.6666666666667,3.939768335706766
